tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM
10090	Mus musculus	12767	0	live	Cxcr4	"CD184, CXC-R4, CXCR-4, Cmkar4, LESTR, PB-CKR, PBSF/SDF-1, Sdf1r, b2b220Clo"	C-X-C motif chemokine receptor 4	C-X-C chemokine receptor type 4|SDF-1 receptor|chemokine (C-X-C motif) receptor 4|chemokine (C-X-C) receptor 4|chemokine receptor 4|fusin|leukocyte-derived seven transmembrane domain receptor|leukocyte-expressed seven-transmembrane-domain|pre-B-cell-derived chemokine receptor|stromal cell-derived factor 1 receptor	1 56.43 cM	1	NC_000067.7	128515936	128520036	minus	4	
9606	Homo sapiens	7048	0	live	TGFBR2	"AAT3, FAA3, LDS1B, LDS2, LDS2B, MFS2, RIIC, TAAD2, TBR-ii, TBRII, TGFR-2, TGFbeta-RII, tbetaR-II"	transforming growth factor beta receptor 2	"TGF-beta receptor type-2|TGF-beta receptor type IIB|TGF-beta type II receptor|transforming growth factor beta receptor II|transforming growth factor beta receptor type IIC|transforming growth factor, beta receptor II (70/80kDa)|transforming growth factor, beta receptor II alpha|transforming growth factor, beta receptor II beta|transforming growth factor, beta receptor II delta|transforming growth factor, beta receptor II epsilon|transforming growth factor, beta receptor II gamma"	3p24.1	3	NC_000003.12	30606356	30694142	plus	14	190182
9606	Homo sapiens	7139	0	live	TNNT2	"CMD1D, CMH2, CMPD2, LVNC6, RCM3, TnTC, cTnT"	"troponin T2, cardiac type"	"troponin T, cardiac muscle|cardiomyopathy, dilated 1D (autosomal dominant)|cardiomyopathy, hypertrophic 2|troponin T type 2 (cardiac)"	1q32.1	1	NC_000001.11	201359014	201377680	minus	17	191045
10090	Mus musculus	105787	0	live	Prkaa1	"AMPKalpha1, C130083N04Rik"	"protein kinase, AMP-activated, alpha 1 catalytic subunit"	"5'-AMP-activated protein kinase catalytic subunit alpha-1|ACACA kinase|AMP-activated protein kinase, alpha 1 catalytic subunit|AMPK subunit alpha-1|HMGCR kinase|acetyl-CoA carboxylase kinase|hydroxymethylglutaryl-CoA reductase kinase|tau-protein kinase PRKAA1"	15 1.99 cM	15	NC_000081.7	5172641	5211380	plus	10	
9606	Homo sapiens	2688	0	live	GH1	"GH, GH-N, GHB5, GHN, IGHD1A, IGHD1B, IGHD2, hGH-N"	growth hormone 1	somatotropin|growth hormone B5|pituitary growth hormone	17q23.3	17	NC_000017.11	63917203	63918839	minus	5	139250
9606	Homo sapiens	7415	0	live	VCP	"CDC48, FTDALS6, TERA, p97"	valosin containing protein	transitional endoplasmic reticulum ATPase|15S Mg(2+)-ATPase p97 subunit|TER ATPase	9p13.3	9	NC_000009.12	35056064	35072625	minus	17	601023
9606	Homo sapiens	5562	0	live	PRKAA1	"AMPK, AMPK alpha 1, AMPKa1"	protein kinase AMP-activated catalytic subunit alpha 1	"5'-AMP-activated protein kinase catalytic subunit alpha-1|5'-AMP-activated protein kinase, catalytic alpha-1 chain|ACACA kinase|AMP -activate kinase alpha 1 subunit|AMP-activated protein kinase, catalytic, alpha-1|AMPK subunit alpha-1|AMPK, alpha, 1|HMGCR kinase|acetyl-CoA carboxylase kinase|hydroxymethylglutaryl-CoA reductase kinase|protein kinase, AMP-activated, alpha 1 catalytic subunit|tau-protein kinase PRKAA1"	5p13.1	5	NC_000005.10	40759389	40798374	minus	12	602739
9606	Homo sapiens	6786	0	live	STIM1	"D11S4896E, GOK, IMD10, STRMK, TAM, TAM1"	stromal interaction molecule 1	stromal interaction molecule 1	11p15.4	11	NC_000011.10	3854604	4093210	plus	17	605921
9606	Homo sapiens	5566	0	live	PRKACA	"CAFD1, PKACA, PPNAD4"	protein kinase cAMP-activated catalytic subunit alpha	"cAMP-dependent protein kinase catalytic subunit alpha|PKA C-alpha|protein kinase A catalytic subunit|protein kinase, cAMP-dependent, alpha catalytic subunit|protein kinase, cAMP-dependent, catalytic, alpha"	19p13.12	19	NC_000019.10	14091688	14117762	minus	12	601639
10090	Mus musculus	17390	0	live	Mmp2	"Clg4a, GelA, MMP-2"	matrix metallopeptidase 2	72 kDa type IV collagenase|72 kDa gelatinase|72kD gelatinase|72kD type IV collagenase|72kDa gelatinase|72kDa type IV collagenase|gelatinase A|matrix metalloproteinase 2	8 44.99 cM	8	NC_000074.7	93553920	93580049	plus	14	
10090	Mus musculus	16854	0	live	Lgals3	"GBP, L-34, Mac-2, gal3"	"lectin, galactose binding, soluble 3"	galectin-3|35 kDa lectin|CBP 35|L-34 galactoside-binding lectin|carbohydrate-binding protein 35|gal-3|galactose-specific lectin 3|igE-binding protein|laminin-binding protein|lectin L-29|mac-2 antigen	14 24.6 cM	14	NC_000080.7	47611317	47623624	plus	6	
9606	Homo sapiens	3066	0	live	HDAC2	"HD2, KDAC2, RPD3, YAF1"	histone deacetylase 2	histone deacetylase 2|YY1-associated factor 1|protein deacylase HDAC2|transcriptional regulator homolog RPD3	6q21	6	NC_000006.12	113933028	113971148	minus	17	605164
9606	Homo sapiens	1789	0	live	DNMT3B	"FSHD4, ICF, ICF1, M.HsaIIIB"	DNA methyltransferase 3 beta	DNA (cytosine-5)-methyltransferase 3B|DNA (cytosine-5-)-methyltransferase 3 beta|DNA MTase HsaIIIB|DNA cytosine-5--methyltransferase 3 beta|DNA methyltransferase HsaIIIB	20q11.21	20	NC_000020.11	32762385	32809356	plus	24	602900
9606	Homo sapiens	7077	0	live	TIMP2	"CSC-21K, DDC8"	TIMP metallopeptidase inhibitor 2	metalloproteinase inhibitor 2|testicular secretory protein Li 57|tissue inhibitor of metalloproteinases 2	17q25.3	17	NC_000017.11	78852977	78925387	minus	5	188825
9606	Homo sapiens	7273	0	live	TTN	"CMD1G, CMH9, CMPD4, CMYP5, EOMFC, HMERF, LGMD2J, LGMDR10, MYLK5, SALMY, TMD"	titin	titin|connectin|rhabdomyosarcoma antigen MU-RMS-40.14	2q31.2	2	NC_000002.12	178525989	178807423	minus	364	188840
10090	Mus musculus	16591	0	live	Kl	alpha-kl	klotho	klotho|secreted form of Klotho protein	5 G3	5	NC_000071.7	150876072	150917282	plus	6	
9606	Homo sapiens	7137	0	live	TNNI3	"CMD1FF, CMD2A, CMH7, RCM1, TNNC1, cTnI"	"troponin I3, cardiac type"	"troponin I, cardiac muscle|cardiomyopathy, dilated 2A (autosomal recessive)|troponin I type 3 (cardiac)"	19q13.42	19	NC_000019.10	55151767	55157732	minus	8	191044
10090	Mus musculus	14182	0	live	Fgfr1	"Eask, FGFR-I, FLG, Fgfr-1, Flt-2, Fr1, Hspy, MFR, bFGF-R-1, c-fgr"	fibroblast growth factor receptor 1	fibroblast growth factor receptor 1|basic fibroblast growth factor receptor 1|proto-oncogene c-Fgr	8 14.12 cM	8	NC_000074.7	26008808	26067819	plus	18	
10090	Mus musculus	11848	0	live	Rhoa	"Arha, Arha1, Arha2"	ras homolog family member A	"transforming protein RhoA|aplysia ras-related homolog A|ras homolog gene family, member A"	9 59.2 cM	9	NC_000075.7	108183359	108215142	plus	7	
10090	Mus musculus	11829	0	live	Aqp4	WCH4	aquaporin 4	aquaporin-4|mercurial-insensitive water channel	18 8.74 cM	18	NC_000084.7	15522451	15544039	minus	10	
10090	Mus musculus	18091	0	live	Nkx2-5	"Csx, Nkx-2.5, Nkx2.5, tinman"	NK2 homeobox 5	"homeobox protein Nkx-2.5|Drosophila NK2 transcription factor related, locus 5|NK2 transcription factor related, locus 5|cardiac-specific homeobox|homeobox protein CSX|homeobox protein NK-2 homolog E"	17 13.6 cM	17	NC_000083.7	27057638	27063962	minus	3	
9606	Homo sapiens	6261	0	live	RYR1	"CCO, CMYP1A, CMYP1B, KDS, MHS, MHS1, PPP1R137, RYDR, RYR, RYR-1, SKRR"	ryanodine receptor 1	"ryanodine receptor 1|central core disease of muscle|protein phosphatase 1, regulatory subunit 137|ryanodine receptor 1 (skeletal)|sarcoplasmic reticulum calcium release channel|skeletal muscle calcium release channel|skeletal muscle ryanodine receptor|type 1-like ryanodine receptor"	19q13.2	19	NC_000019.10	38433691	38587564	plus	106	180901
10090	Mus musculus	18145	0	live	Npc1	"A430089E03Rik, D18Ertd139e, D18Ertd723e, lcsd, nmf164, spm"	NPC intracellular cholesterol transporter 1	NPC intracellular cholesterol transporter 1|Niemann-Pick type C1|niemann-Pick C1 protein|sphingomyelinosis	18 6.15 cM	18	NC_000084.7	12322751	12369851	minus	25	
10090	Mus musculus	13555	0	live	E2f1	"E2F-1, Tg(Wnt1-cre)2Sor, mKIAA4009"	E2F transcription factor 1	transcription factor E2F1	2 76.79 cM	2	NC_000068.8	154401320	154411812	minus	8	
9606	Homo sapiens	4803	0	live	NGF	"Beta-NGF, HSAN5B, NGF"	nerve growth factor	"beta-nerve growth factor|nerve growth factor (beta polypeptide)|nerve growth factor, beta subunit|pro-nerve growth factor long"	1p13.2	1	NC_000001.11	115285917	115338249	minus	4	162030
10090	Mus musculus	16819	0	live	Lcn2	"24p3, NRL, Sip24"	lipocalin 2	neutrophil gelatinase-associated lipocalin|SV-40-induced 24P3 protein|neu-related lipocalin|oncogene 24p3|p25|secreted inducible protein 24|siderocalin LCN2	2 22.09 cM	2	NC_000068.8	32274649	32277751	minus	6	
10090	Mus musculus	16150	0	live	Ikbkb	"IKK-2, IKK-B, IKK-beta, IKK2, IKK[b], IKKbeta, NFKBIKB"	inhibitor of kappaB kinase beta	"inhibitor of nuclear factor kappa-B kinase subunit beta|I-kappa-B kinase 2|I-kappa-B-kinase beta|inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta|nuclear factor NF-kappa-B inhibitor kinase beta|serine/threonine protein kinase IKBKB"	8 11.42 cM	8	NC_000074.7	23149228	23196605	minus	22	
9606	Homo sapiens	6606	0	live	SMN1	"BCD541, GEMIN1, SMA, SMA1, SMA2, SMA3, SMA4, SMA@, SMN, SMNT, T-BCD541, TDRD16A"	"survival of motor neuron 1, telomeric"	survival motor neuron protein|component of gems 1|gemin-1|survival motor neuron 1 protein|tudor domain containing 16A	5q13.2	5	NC_000005.10	70924941	70966375	plus	11	600354
9606	Homo sapiens	4914	0	live	NTRK1	"MTC, TRK, TRK1, TRKA, Trk-A, p140-TrkA"	neurotrophic receptor tyrosine kinase 1	"high affinity nerve growth factor receptor|Oncogene TRK|TRK1-transforming tyrosine kinase protein|gp140trk|neurotrophic tyrosine kinase, receptor, type 1|tropomyosin receptor kinase A|tropomyosin-related kinase A|tyrosine kinase receptor A"	1q23.1	1	NC_000001.11	156815750	156881850	plus	19	191315
9606	Homo sapiens	1410	0	live	CRYAB	"CMD1II, CRYA2, CTPP2, CTRCT16, HEL-S-101, HSPB5, MFM2"	crystallin alpha B	alpha-crystallin B chain|epididymis secretory protein Li 101|heat shock protein beta-5|heat-shock 20 kD like-protein|renal carcinoma antigen NY-REN-27|rosenthal fiber component	11q23.1	11	NC_000011.10	111908564	111923740	minus	6	123590
10090	Mus musculus	56532	0	live	Ripk3	"2610528K09Rik, Rip3"	receptor-interacting serine-threonine kinase 3	receptor-interacting serine/threonine-protein kinase 3|RIP-3|RIP-like protein kinase 3|mRIP3|receptor interacting protein 3	14 28.19 cM	14	NC_000080.7	56022452	56026314	minus	10	
9606	Homo sapiens	4842	0	live	NOS1	"IHPS1, N-NOS, NC-NOS, NOS, bNOS, nNOS"	nitric oxide synthase 1	nitric oxide synthase 1|NOS type I|constitutive NOS|neuronal NOS|nitric oxide synthase 1 (neuronal)|peptidyl-cysteine S-nitrosylase NOS1	12q24.22	12	NC_000012.12	117208142	117361626	minus	33	163731
10090	Mus musculus	16905	0	live	Lmna	Dhe	lamin A	prelamin-A/C|lamin C|lamin-A/C	3 38.84 cM	3	NC_000069.7	88388455	88413842	minus	15	
10090	Mus musculus	17700	0	live	Mstn	"Cmpt, Gdf8"	myostatin	growth/differentiation factor 8	1 26.99 cM	1	NC_000067.7	53100799	53107238	plus	3	
9606	Homo sapiens	84876	0	live	ORAI1	"CRACM1, IMD9, ORAT1, TAM2, TMEM142A"	ORAI calcium release-activated calcium modulator 1	calcium release-activated calcium channel protein 1|calcium release-activated calcium modulator 1|protein orai-1|transmembrane protein 142A	12q24.31	12	NC_000012.12	121626530	121643109	plus	2	610277
9606	Homo sapiens	4625	0	live	MYH7	"CMD1S, CMH1, CMYP7A, CMYP7B, MPD1, MYHCB, SPMD, SPMM"	myosin heavy chain 7	"myosin-7|cardiac muscle myosin heavy chain 7 beta|myHC-beta|myhc-slow|myosin 7|myosin heavy chain beta-subunit|myosin, heavy chain 7, cardiac muscle, beta|myosin, heavy polypeptide 7, cardiac muscle, beta|rhabdomyosarcoma antigen MU-RMS-40.7A"	14q11.2	14	NC_000014.9	23412740	23435660	minus	40	160760
10090	Mus musculus	17128	0	live	Smad4	"D18Wsu70e, DPC4, Madh4"	SMAD family member 4	mothers against decapentaplegic homolog 4|MAD homolog 4|deletion target in pancreatic carcinoma 4 homolog|mothers against DPP homolog 4	18 49.51 cM	18	NC_000084.7	73767861	73836862	minus	12	
9606	Homo sapiens	8837	0	live	CFLAR	"CASH, CASP8AP1, CLARP, Casper, FLAME, FLAME-1, FLAME1, FLIP, I-FLICE, MRIT, c-FLIP, c-FLIPL, c-FLIPR, c-FLIPS, cFLIP"	CASP8 and FADD like apoptosis regulator	CASP8 and FADD-like apoptosis regulator|FADD-like antiapoptotic molecule 1|MACH-related inducer of toxicity|caspase homolog|caspase-eight-related protein|caspase-like apoptosis regulatory protein|caspase-related inducer of apoptosis|cellular FLICE-like inhibitory protein|inhibitor of FLICE|testis secretory sperm-binding protein Li 233m|usurpin beta	2q33.1	2	NC_000002.12	201116164	201176687	plus	18	603599
9606	Homo sapiens	7078	0	live	TIMP3	"HSMRK222, K222, K222TA2, SFD"	TIMP metallopeptidase inhibitor 3	metalloproteinase inhibitor 3|MIG-5 protein|TIMP-3|protein MIG-5|tissue inhibitor of metalloproteinases 3	22q12.3	22	NC_000022.11	32801705	32863041	plus	5	188826
10090	Mus musculus	20869	0	live	Stk11	"Lkb1, Par-4"	serine/threonine kinase 11	serine/threonine-protein kinase STK11|liver kinase B1 homolog|serine/threonine-protein kinase 11|serine/threonine-protein kinase LKB1	10 39.72 cM	10	NC_000076.7	79951602	79966513	plus	12	
9606	Homo sapiens	5155	0	live	PDGFB	"IBGC5, PDGF-2, PDGF2, SIS, SSV, c-sis"	platelet derived growth factor subunit B	"platelet-derived growth factor subunit B|PDGF subunit B|PDGF, B chain|becaplermin|epididymis secretory sperm binding protein|platelet-derived growth factor 2|platelet-derived growth factor B chain|platelet-derived growth factor beta polypeptide (simian sarcoma viral (v-sis) oncogene homolog)|platelet-derived growth factor, beta polypeptide (oncogene SIS)|proto-oncogene c-Sis"	22q13.1	22	NC_000022.11	39223359	39244982	minus	9	190040
10090	Mus musculus	14219	0	live	Ccn2	"Ctgf, Fisp12, Hcs24, fisp-12"	cellular communication network factor 2	CCN family member 2|Connective tissue growth factor precursor (CTGF) (FISP-12 protein) (Hypertrophic chondrocyte-specific protein 24)|cellular communication network factor 1|fibroblast inducible secreated protein|fibroblast inducible secreted protein|hypertrophic chondrocyte-specific gene product 24|hypertrophic chondrocyte-specific protein 24	10 11.84 cM	10	NC_000076.7	24471340	24474581	plus	5	
10090	Mus musculus	211323	0	live	Nrg1	"6030402G23Rik, ARIA, D230005F13Rik, GGF, GGFII, HRG, HRGalpha, Hgl, NDF, Pro-NRG1, SMDF"	neuregulin 1	"pro-neuregulin-1, membrane-bound isoform|heregulin|type I neuregulin 1|type III neuregulin 1"	8 18.75 cM	8	NC_000074.7	32299493	33381858	minus	20	
10090	Mus musculus	17877	0	live	Myf5	"B130010J22Rik, Myf-5, bHLHc2"	myogenic factor 5	myogenic factor 5|myogenic regulatory factor MYF-5	10 55.95 cM	10	NC_000076.7	107318769	107322787	minus	4	
9606	Homo sapiens	7042	0	live	TGFB2	"G-TSF, LDS4, TGF-beta2"	transforming growth factor beta 2	transforming growth factor beta-2 proprotein|BSC-1 cell growth inhibitor|cetermin|glioblastoma-derived T-cell suppressor factor|polyergin|prepro-transforming growth factor beta-2	1q41	1	NC_000001.11	218345336	218444619	plus	8	190220
10090	Mus musculus	13346	0	live	Des		desmin	desmin	1 38.85 cM	1	NC_000067.7	75336936	75345223	plus	9	
10090	Mus musculus	15930	0	live	Ido1	"Ido, Indo"	"indoleamine 2,3-dioxygenase 1"	"indoleamine 2,3-dioxygenase 1|IDO-1|indole 2,3-dioxygenase|indoleamine-pyrrole 2,3 dioxygenase"	8 12.76 cM	8	NC_000074.7	25074148	25086987	minus	11	
9606	Homo sapiens	9927	0	live	MFN2	"CMT2A, CMT2A2, CMT2A2A, CMT2A2B, CPRP1, HMSN6A, HSG, MARF, MSL"	mitofusin 2	mitofusin-2|hyperplasia suppressor|mitochondrial assembly regulatory factor|transmembrane GTPase MFN2	1p36.22	1	NC_000001.11	11980444	12013508	plus	22	608507
9606	Homo sapiens	4607	0	live	MYBPC3	"CMD1MM, CMH4, FHC, LVNC10, MYBP-C, cMyBP-C"	myosin binding protein C3	"myosin-binding protein C, cardiac-type|myosin binding protein C, cardiac"	11p11.2	11	NC_000011.10	47331406	47352702	minus	35	600958
10090	Mus musculus	20191	0	live	Ryr2	"9330127I20Rik, RYR-2"	"ryanodine receptor 2, cardiac"	ryanodine receptor 2|calcium release channel|cardiac muscle ryanodine receptor|cardiac muscle ryanodine receptor-calcium release channel|ryanodine receptor type 2|type 2 ryanodine receptor	13 4.38 cM	13	NC_000079.7	11567985	12121831	minus	108	
10090	Mus musculus	22433	0	live	Xbp1	"D11Ertd39e, TREB-5, TREB5, XBP-1"	X-box binding protein 1	X-box-binding protein 1|tax-responsive element-binding protein 5 homolog	11 3.61 cM	11	NC_000077.7	5470641	5475993	plus	6	
9606	Homo sapiens	10397	0	live	NDRG1	"CAP43, CMT4D, DRG-1, DRG1, GC4, HMSNL, NDR1, NMSL, PROXY1, RIT42, RTP, TARG1, TDD5"	N-myc downstream regulated 1	protein NDRG1|N-myc downstream-regulated gene 1 protein|differentiation-related gene 1 protein|nickel-specific induction protein Cap43|protein regulated by oxygen-1|reducing agents and tunicamycin-responsive protein	8q24.22	8	NC_000008.11	133237175	133297252	minus	17	605262
9606	Homo sapiens	2705	0	live	GJB1	"CMTX, CMTX1, CX32"	gap junction protein beta 1	"gap junction beta-1 protein|GAP junction 28 kDa liver protein|connexin-32|gap junction protein, beta 1, 32kDa"	Xq13.1	X	NC_000023.11	71215239	71225516	plus	4	304040
9606	Homo sapiens	406996	0	live	MIR214	"MIRN214, miRNA214, mir-214"	microRNA 214	hsa-mir-214	1q24.3	1	NC_000001.11	172138798	172138907	minus	1	610721
9606	Homo sapiens	1269	0	live	CNR2	"CB-2, CB2, CX5"	cannabinoid receptor 2	cannabinoid receptor 2|cannabinoid receptor 2 (macrophage)	1p36.11	1	NC_000001.11	23870515	23913362	minus	5	605051
9606	Homo sapiens	89	0	live	ACTN3	ACTN3D	actinin alpha 3	alpha-actinin-3|F-actin cross-linking protein|alpha-actinin skeletal muscle	11q13.2	11	NC_000011.10	66546395	66563334	plus	22	102574
9606	Homo sapiens	4747	0	live	NEFL	"CMT1F, CMT2E, CMTDIG, NF-L, NF68, NFL, PPP1R110"	neurofilament light chain	"neurofilament light polypeptide|light molecular weight neurofilament protein|neurofilament protein, light chain|neurofilament subunit NF-L|neurofilament triplet L protein|neurofilament, light polypeptide 68kDa|protein phosphatase 1, regulatory subunit 110"	8p21.2	8	NC_000008.11	24950955	24956612	minus	4	162280
9606	Homo sapiens	58	0	live	ACTA1	"ACTA, ASMA, CFTD, CFTD1, CFTDM, CMYP2A, CMYP2B, CMYP2C, MPFD, NEM1, NEM2, NEM3, SHPM"	"actin alpha 1, skeletal muscle"	"actin, alpha skeletal muscle|nemaline myopathy type 3"	1q42.13	1	NC_000001.11	229431245	229434094	minus	7	102610
9606	Homo sapiens	5376	0	live	PMP22	"CIDP, CMT1A, CMT1E, DSS, GAS-3, GAS3, HMSNIA, HNPP, Sp110"	peripheral myelin protein 22	"peripheral myelin protein 22|Charcot-Marie-Tooth neuropathy 1A (greatly reduced nerve conduction velocity, hereditary motor sensory neuropathy Ia)|growth arrest-specific protein 3|peripheral myelin protein 22 kDa"	17p12	17	NC_000017.11	15229779	15265326	minus	7	601097
10090	Mus musculus	16773	0	live	Lama2	"5830440B04, dy, mKIAA4087, mer, merosin"	"laminin, alpha 2"	laminin subunit alpha-2|dystrophia muscularis|laminin M chain|laminin-12 subunit alpha|laminin-2 subunit alpha|laminin-4 subunit alpha|merosin heavy chain	10 14.23 cM	10	NC_000076.7	26857281	27493021	minus	66	
10090	Mus musculus	18049	0	live	Ngf	"Ngfb, beta-NGF"	nerve growth factor	"beta-nerve growth factor|nerve growth factor, beta"	3 45.25 cM	3	NC_000069.7	102377235	102428329	plus	4	
7227	Drosophila melanogaster	43275	0	live	Ser	"Dmel_CG6127, Bd, CG6127, CT18858, Dmel\CG6127, Rpw, SER, mel(3)8, ser, std"	Serrate	serrate|CG6127-PA|CG6127-PB|Ser-PA|Ser-PB|beaded|dmSerrate|ripped wing|serratoid	3-92 cM	3R	NT_033777.3	27172090	27194267	minus	15	
10090	Mus musculus	18211	0	live	Ntrk1	"Tkr, TrkA, trk"	"neurotrophic tyrosine kinase, receptor, type 1"	high affinity nerve growth factor receptor	3 38.62 cM	3	NC_000069.7	87685551	87702549	minus	18	
10090	Mus musculus	20416	0	live	Shc1	"Shc, ShcA, p66, p66shc"	src homology 2 domain-containing transforming protein C1	SHC-transforming protein 1|SH2 domain protein C1|SHC-transforming protein A	3 39.11 cM	3	NC_000069.7	89325858	89337336	plus	13	
9606	Homo sapiens	2660	0	live	MSTN	"GDF8, MSLHP"	myostatin	growth/differentiation factor 8|myostatin-b	2q32.2	2	NC_000002.12	190055700	190062729	minus	3	601788
7227	Drosophila melanogaster	33782	0	live	Lam	"Dmel_CG6944, 2459, 74/76, CG6944, D5, DM[[O]], D[[m0]], Dm, Dm(0), Dm0, Dm1, Dm2, DmLamin, DmO, Dm[[0]], Dm[[1]], Dm[[2]], Dm[[mit]], Dm[[o]], Dmel\CG6944, Dmo, LAM Dm0, Lam Dm[[0]], Lam(Dm0), LamB, LamDm, LamDm0, LamDmO, LamDm[[0]], LamDm[[o]], Lam[[Dm0]], Lamin A, Lamin B, Lamin Dm0, Lamin Dm[[0]], Lamin-B1, LaminA, LaminB, jf27, l(2)04643, l(2)25Ec, l(2)gdh-7, l(2)gdh7, l(2)jf27, lam, lamB, lamDm0, lamDm[[0]], lamin, lamin B, lamin Dm0, lamin DmO, lamin Dm[[0]], lamin-B, misg, nlam, Lam"	Lamin	lamin|B-type lamin|CG6944-PA|CG6944-PB|CG6944-PC|CG6944-PD|Lam-PA|Lam-PB|Lam-PC|Lam-PD|Lamin-B|LaminDm|LaminDm0|alpha-Lamin|intermediate filament-like lamina|lamin A|lamin B|lamin D|lamin D[[0]]|lamin D[[m0]]|lamin D[[m]]0|lamin D[[o]]|lamin Dm|lamin Dm0|lamin Dm[[0]]|lamin Dmo|lethal(2)25Ec|misguided|misrouted|n-lamin|nuclear lamin	2-17 cM	2L	NT_033779.5	5542480	5546642	plus	5	
